id,name,category,price,average_rating,rating_number
p4344,"Charger Cable, Rukiwa 1M/3ft Micro USB A to USB 2.0 B Braided Fast Data Sync Cord (Black)",Computers,,2.7,2
p4345,"LCD/LED 10 Touch IR Overlay Touch Screen Frame Panel Interactive 40"" 16:9 - No Glass",Computers,,5.0,1
p4346,"C2G 03837 2-Port Cat5e Surface Mount Box, White",All Electronics,6.09,3.2,6
p4347,"D-CLICK TM 4GB/8GB/16GB/32GB/64GB/Cool USB High speed Flash Memory Stick Pen Drive Disk (64GB, Dark Yellow Sword)",Computers,,4.2,149
p4348,Mushkin Redline Lumina – DDR4 RGB Gaming DRAM – 32GB (2x16GB) UDIMM Memory Kit – 3600MHz (PC4-28800) *CL-16* – 288-pin 1.4V Desktop RAM – XMP Ready – LED Heatsink – (MLA4C360GKKP16GX2),Computers,89.99,4.6,116
p4349,"77mm Pro Series Soft Rubber Lens Hood For Nikon AF-S Nikkor 24-70mm f/2.8G ED Autofocus Lens, Nikon AF-S Nikkor 70-200mm f/2.8G ED VR II Lens, Nikon AF-S Nikkor DX 18-300mm f/3.5-5.6G ED VR Lens",Camera & Photo,,3.6,7
p4350,SIHUADON R108 Radio AM FM SW LW AIRBand DSP World Band Portable Radio Battery Operated Radio with Headphone Jack Antenna Jack Sleep Time and Alarm Clock 500 Memory Preset Gift for Family by RADIWOW,All Electronics,,5.0,3
p4351,Skyris IR-Block Filter,Camera & Photo,,4.3,5
p4352,HIJIAO Hard EVA Travel Case for Sony SRS-XB22 Extra Bass Portable Bluetooth Speaker ，Shock Resistant 、Waterproof Protection case for Sony SRS-XB22,All Electronics,,4.5,51
p4353,"MKJ Cell Phone Headset with Microphone Noise Cancelling & Volume Controls, Wired 3.5mm Computer Headphones for PC Laptop Business Skype Softphone Call Center Office",All Electronics,32.98,3.5,23
p4354,"KKSAFE Invisible Earbud Mini Discreet Bluetooth Earpiece Hidden Micro Wireless Headphones World Smallest Stealth Buds Microphone Charge Case Headset(Off-White), Blutooth 5.1",All Electronics,,3.3,54
p4355,Seismic Audio - SA-DOAC01-6 - 6 Foot Optical Digital Audio Fiber Optic Toslink Male Cable - Premium Optical Cord for Gaming Systems and HD Audio,Industrial & Scientific,,4.9,28
p4356,"Avantree Audiplex - Wireless Multiple Audio Transmitter & Receiver Set, Long Range Low Latency for TV, AV Receiver, Projector, PA System, Church, Broadcast to 100 Headphones/Speakers",All Electronics,129.99,4.1,53
p4357,"Maledan Replacement Bands Compatible with Inspire HR/Inspire/Inspire 2 Activity Tracker, Breathable Woven Fabric Accessories Strap Watch Band for Women Men, Large, Lavender",Cell Phones & Accessories,6.99,4.3,5207
p4358,"Platinum Tools 105003 EZ-RJ45 Cat5e Connector, 500-Pack",Tools & Home Improvement,254.05,5.0,4
p4359,"2x2 HDMI KVM Matrix Switch, 4K@60Hz KVM Switch + Optical & L/R Audio Output, 4 HDMI2.0 Port + 4 USB2.0 Port, Share 4 Computer to Dual Monitor, Support Auto Scale, Audio Extractor with Remote Control",All Electronics,,5.0,8
p4360,Amberqin Personal Neckband Fan Hand Free Personal Fan Adjustable Mini USB Wearable Neck Double Fans Headphone Design Portable USB Battery Rechargeable Mini Fan (blue),Computers,,4.7,10
p4361,"BOSS Audio Systems CXX10 Chaos Exxtreme Series 10 Inch Car Subwoofer - 800 Watts Max, Single 4 Ohm Voice Coil, Hook Up to Amp",Car Electronics,44.99,4.3,1181
p4362,"All in 1 Camera Gimbal Stabilizer - FeiyuTech SCORP Mini, Handheld Video Stabilizers for Mirrorless Camera, Gopro & Smartphone, 2.6 lb Payload, for Sony/Canon/Panasonic/Nikon/Fujifilm",Camera & Photo,259.0,4.1,153
p4363,ABC 3.5mm Stereo Auxiliary Cable Male to Male Flat Audio Music Aux Cord (White),Cell Phones & Accessories,,3.7,19
p4364,Eyelash Perm Kit，Professional Quality OUZIFISH for iPhone 11 Pro Case 6.8 Inch Shock/Shatterproof - Phone Armor - Scratch Resistant - Lightweight - Wireless Charging - Acrylic Translucent Cover Red,All Electronics,,3.8,37
p4365,IFREQTECH KNB-69L 2550mAh li-ion Battery for Kenwood TK3400 TK3302 TK3200L TK-3312 TK2312 TK2212L TK2007 NX-240 NX-340N Two Way Radio KNB-45L KNB-29N KNB-53N,All Electronics,33.39,4.5,2
p4366,"Celtic Pattern #3 - Knot Corner Piece Irish Heritage - 5"" Black Vinyl Decal Sticker Car Macbook Laptop",Computers,4.99,5.0,1
p4367,KEEDOX® 5.1-Channel DTS/AC-3 Home Theater Audio Decoder RCA Decode DTS / Dolby AC-3 Digital Audio Source F PC PS3 Laptop HD Player DM500/DM800,All Electronics,,3.0,24
p4368,"LEPA AquaChanger 240mm Intel/AMD High Performance Liquid CPU Cooler, LPWAC240-HF",Computers,,4.0,410
p4369,Intermatic IModule™ IG120RSM10K Replacement Module for Smart Guard Whole Home Surge Protector,Tools & Home Improvement,53.66,4.5,69
p4370,"Micro SD Card 512GB with Adapter High Speed TF Card 512GB Class 10 Memory Card for Game Console,Android Smartphone,Digital Camera,Tablet and Drone 512GB",Computers,,3.8,10
p4371,Promaster Digital HGX Ultraviolet (UV) Filter - 67,Camera & Photo,64.91,3.9,4
p4372,Sigma 28mm f/1.8 EX DG Aspherical Macro Large Aperture Wide Angle Lens for Canon SLR Cameras,Camera & Photo,,4.2,112
p4373,7'' A10 Google Android 4.0 OS MID Capacitive Touch Screen Gsensor Tablet [By TabletExpress],Computers,,3.8,9
p4374,"Wutwuk Compatible with Apple Watch Band 38mm 40mm 41mm 42mm 44mm 45mm iWatch Series 8 7 6 5 4 3 2 1 SE, Women Dressy Roman Numerals Bangle Bracelets Set, Gold",All Electronics,,5.0,4
p4375,PAKBOOM Happy Thanksgiving Banner Backdrop - Thanksgiving Fall Decorations for Home - Black Gold,Amazon Home,,4.3,58
p4376,Moment Case for iPhone X - 6ft Drop Protection and Strap Attachment (Black),Cell Phones & Accessories,,4.4,131
p4377,"NANGOALA HDMI to VGA Adapter Converter (Female to Male), Audio Output Computer Set-top Box Connector Dongle for Computer, Desktop, Laptop, PC, Monitor, Projector, HDTV, Chromebook & Xbox",All Electronics,6.99,3.7,127
p4378,TMS® 20x-800x 2MP 8-LED Light USB Mini Digital Microscope Endoscope Magnifier Video,Camera & Photo,,3.1,18
p4379,"Cmple - Optical Audio Cable 100ft - Slim Fiber Optic Cable Ultra-Thin Gold Plated Toslink Cable Digital S/PDIF Audio for Soundbar Av Receivers, TV Sound Bar, Game Console Slim Optical Cord",All Electronics,29.99,4.5,495
p4380,Manfrotto 057 Carbon Fiber 3-Section Geared Tripod (MT057C3-G),Camera & Photo,799.94,4.2,47
p4381,GoBible GBT-NIV-BL TravelerTraveler Portable Device Preloaded with Entire Audio Version of Christian Bible (Blue),Home Audio & Theater,,3.1,10
p4382,QuTZ Kids Instant Camera Video Selfie Photo Shooting Digital Camera for Toddlers 16GB SD Card Included 13 Selfie Cartoon Frames Cellphone Photo Printing Portable Lanyard Rechargeable Green,Camera & Photo,,3.5,18
p4383,BW® BWE7D 700TVL Outdoor/Indoor Waterproof/Vandalproof with IR-Cut Day Night Vision Infrared Dome Camera with 24PCS IR LEDs 3.6mm Wide View Angle 20M IR Distance for Surveillance System-White,All Electronics,,4.6,4
p4384,"ASC Audio Car Stereo Radio Install Dash Kit, Wire Harness, and Antenna Adapter to Add a Double Din Radio for Some 2011 2012 2013 Dodge Durango, 2011-2013 Jeep Grand Cherokee",Car Electronics,24.95,4.0,15
p4385,"ZOSI 4 Pack 2MP 1080p HD-TVI Home Security Camera Outdoor Indoor 1920TVL,36PCS LEDs,120ft Night Vision, 105°View Angle, Weatherproof Surveillance CCTV Bullet Camera (Black Color)",Camera & Photo,,4.3,66
p4386,"MICA Computer Speakers, Bluetooth 5.0 Wireless Computer Sound Bar, Wooden Mini Angled Sound Bar, USB Powered PC Speakers for Computer Laptop Smartphone Tablet, Aux Connection, Gray (M30T)",All Electronics,49.99,4.2,37
p4387,"Bracwiser Adjustable Tablet Phone Holder Stand for 4.7-11 inch iPad, iPad Air, iPad Pro, Samsung Tabs, and Phones (YFD108W)",Computers,29.99,4.5,294
p4388,"USB C Hub, USB-C Docking Station (14-in-1), with Wireless Charger and 100W Power Delivery, 2 4K HDMI Port, 1 VGA Port 5 USB 3.0 Ports, 1 Ethernet Port, SD/TF Card Reader, for MacBook Pro and More",All Electronics,,3.8,17
p4389,WINOMO Foam Ear Pad Covers for Headset Earphones 10pcs Black,Cell Phones & Accessories,7.59,3.4,217
p4390,Sanus Wireless Speaker Stand for Sonos Five and Sonos Play:5 - Audio Enhancing Design for Vertical & Horizontal Audio with Built-in Cable Management & Premium Alloy Materials - WSS52-B2(Black),Cell Phones & Accessories,119.99,4.4,15
p4391,"VELOCIFIRE TKL01 Wired Mechanical Keyboard 87-Key Tenkeyless with Brown Switches, ICY Blue LED Backlit for Copywriters, Gamers, and Programmers",Computers,,4.2,650
p4392,Glarks 125Pcs Marine Grade Heavy Duty Tinned Copper Wire Lugs Battery Cable Ends Eyelets SC Ring Terminal Connectors Assortment Kit,Industrial & Scientific,17.83,4.6,4027
p4393,Canon EOS Rebel SL1 Digital SLR with EF-S 18-55mm is STM Lens (White),Camera & Photo,325.99,4.7,78
p4394,Ioffersuper 11MM Replacement Silicon Ear Pad Earbud in-Ear Earphone Cover Transparent Transparent White,All Electronics,5.05,5.0,1
p4395,Anker? Screen Protector for Samsung Galaxy Tab 3 10.1-Inch - Xtreme Scratch Defender Crystal-Clear High-Response Premium with Lifetime Warranty,Computers,,4.2,6
p4396,"ELIVED TV Wall Mount for Most 37-75 Inch TVs, Holds up to 120 lbs, Universal Low Profile Adjustable Tilt TV Mount Fits 8""-24"" Studs, Max VESA 600x400mm, Flat Wall Mount Bracket.",All Electronics,34.99,4.7,529
p4397,"Neewer IR Remote controller for Canon EOS Rebel SL1/100D,T5i/700D, XSi/450D, XTi/400D, XT/350D, EOS Rebel/300D, EOS 30/33/30V, EOS 50/55,EOS 100, EOS 10, EOS 300V, EOS 300X, 300VQD, EOS IX, IXUS Jr/II/III, SURESHOT, ELAN7, Rebel T1 Date, Rebel T2 Date, Z180u, Z155, 120, 370Z, 370Z, G6, G5, G3, G2, G1,S70,S60, S1IS, Pro 1, Pro 90 IS",Camera & Photo,,4.2,496
p4398,"Lenovo V14 Business Laptop, 14-inch Full HD Display, AMD Athlon Gold 3150U Processor, 8GB RAM, 1TB HDD, Webcam, Wi-Fi, Bluetooth, HDMI, Windows 11 Pro",Computers,505.99,4.2,214
p4399,"6 Packs(12 Pieces) in-Ear Monitor Replacement Memory Foam Tips 3mm Earplugs Earbud Cover for Balanced Armatured Headphone T-100(Medium, Yellow)",All Electronics,14.88,3.7,113
p4400,"OMOTON 2.4G Wireless Keyboard Ultra Slim Keyboard with USB Receiver for Computer/Desktop/PC/Laptop/Surface/Smart TV and Windows 10/8/7, Grey",Computers,,4.4,2196
p4401,"POROLIR Camera Lens Protector for Samsung Galaxy Z Fold 4, 9H Tempered Glass Screen Camera Protection Cover for Z Fold 4 5G",Cell Phones & Accessories,6.99,4.3,116
p4402,Xit XT77CPL 77mm Camera Lens Polarizing Filters,Camera & Photo,11.75,3.8,44
p4403,Pwr Charger Power Adapter for Asus VivoBook Laptop - X550L X550LA X555L F555L X551M X551MA X540S Q504U Zenbook Flip UX310 UX330 UX360 UX410 UL Listed Extra Long Cord AD883J20 EXA0703YH PA-1700-02,Computers,22.9,4.6,529
p4404,"tomtoc Protective Travel Laptop Backpack Fits Up to 15.6 inch Laptop MacBook and 11 Inch iPad Pro with Anti theft Pocket and Charging Port, 24L",Computers,,3.9,26
p4405,"UMIDIGI UFit Pro(40mm) Smart Watch Alexa Built-in,Fitness Tracker with Heart Rate, SpO2 and Sleep Monitor, 5ATM Waterproof HD Color Touchscreen for Men Women Compatible with iPhone & Android",All Electronics,39.99,3.7,753
p4406,Yiracy USB 3.0 Flash Drive 1TB High Speed USB Drive 1TB Waterproof Thumb Drive 1000GB Portable USB Stick with Keychain Memory Stick Data Storage for PC Computer Laptop Tablet,Computers,,2.9,4
p4407,"Protective Tablet Sleeve Case 7 8.5 Inch for Amazon Fire HD 8, Fire 7 Kids Edition, iPad Mini 6 5",Computers,,4.1,29
p4408,POCKT AirPods 3 Case Cover with Keychain Semi Soft Skin Cases for AirPod 3 Charging Case | Pink Plaid,Cell Phones & Accessories,10.99,4.6,29
p4409,"2) Kicker 41DSC6934 6x9"" 360W Car Speakers + 2) QTW6X9 Angled 6x9"" Speaker Box",Cell Phones & Accessories,,4.5,194
p4410,Kensington K33902US Bluetooth USB Micro Adapter,All Electronics,39.99,3.6,218
p4411,Poetic CoverMate case for Apple iPad Mini 2 with Retina Display Peace on Earth (3 Year Manufacturer Warranty from Poetic),Computers,,4.5,2
p4412,"RamPro Telephone Cord, Phone Cord - Copper Coiled, Tangle-Free, Excellent Sound Quality, Handset Cable for Landline in Home or Office 25 Ft White",Industrial & Scientific,9.75,4.5,488
p4413,Olympus M.Zuiko 75-300mm f/4.8-6.7 II MSC ED Digital Zoom Lens (Black) with UV Filter + Cleaning & Accessory Kit,Camera & Photo,,5.0,2
p4414,Yeele 12x8ft Winter Night Snowfall Snowflake Photography Backdrops Starry Sky Moon Blurry Fir Trees Pine Forest Background Merry Christmas Happy New Year Party Banner Decoration Studio Props,Camera & Photo,52.99,4.6,376
p4415,"Raft Transparent Cable Holders Management Wire FixerWinder Self-Adhesive Wire Finishing Wire Protector OrganizerCable Clips for Home and Office 16 Piece Set, L 3 cm x W 1.1 cm x H 1.1 cm",Home Audio & Theater,,3.3,5
p4416,Sungale CA700VCR 7-Inch Digital Frame with Video Clock and Radio (White),Camera & Photo,,2.3,5
p4417,TARION Camera Bag Professional Camera Backpack Case with Laptop Compartment Waterproof Rain Cover for DSLR SLR Mirrorless Camera Lens Tripod Photography Backpack for Women Men Photographer Grey TB-S,Camera & Photo,35.99,4.5,1167
p4418,"Wecase Amazon Kindle Fire Feather Case and sync usb cable 2-pack Anti-fingerprint, Anti-glare, Matte Finishing LCD Screen Protector Lifetime Replacements",All Electronics,,3.5,2
p4419,19V 3.42A 65W AC Adapter Charger for ASUS X401 X401A X401U X501 X501A X502CA X550 X550C X550CA ADP-65BW B/ADP-65AW A/ADP-65DW B/ADP-45BW Supply Cord,Computers,,4.4,15
p4420,"LIXIN (2 Pack) PS2 Keyboard to USB Adapter, USB to Keyboard and Mouse Converter Adapter- Black",All Electronics,,5.0,3
p4421,NTJ Splitter Metallic 3.5mm (Male to Twin Female) Auxilliary Cable (Red),Industrial & Scientific,,5.0,1
p4422,"MPF Products 140mAh 86180-01 84479-01 Battery Replacement Compatible with Plantronics CS540, CS540A, CS540-XD & C054 Wireless Headsets",Cell Phones & Accessories,9.95,4.4,100
p4423,Califone 2395IRPLC-6 Wireless Infrared Cassette/Recorder Music Maker 6-Person Learning Center,All Electronics,,4.3,3
p4424,"Fire HD 8 Essentials Bundle including Fire HD 8 Tablet (Plum, 32GB) Ad-Supported, Amazon Standing Case (Plum), and Nupro Anti-Glare Screen Protector, and 15W fast charger",Amazon Devices,,4.5,51
p4425,"NANW Woven Bands Compatible with Fitbit Charge 4 / Charge 3 Bands/Charge 3 SE, Soft Breathable Fabric Replacement Wristbands Strap Sports Accessories for Women Men, Large Small",Sports & Outdoors,,4.1,1644
p4426,"Alled XN01-0941 Camera Neck Shoulder Belt Strap, Vintage",Camera & Photo,8.69,4.7,538
p4427,WAY ONE Canvas and Leather Backpack Men Vintage Carry on Knapsack Rucksack Travel Laptop Backpacks Brown and Grey,AMAZON FASHION,179.99,4.6,227
p4428,PENTAX Lens Case Brown O-CC1332 38852,Camera & Photo,132.25,3.9,12
p4429,Panasonic Lumix DMC-FZ70 Digital Camera (Black) with 64GB Card + Battery + Case + 3 Filters + Tripod + HDMI Cable + Accessory Kit,Camera & Photo,,4.1,4
p4430,"Black Full-Motion Tilt/Swivel Wall Mount Bracket for Sanyo DP26671 26"" inch LCD/DVD Combo HDTV TV/Television - Articulating/Tilting/Swiveling",Home Audio & Theater,47.98,4.3,2
p4431,Teyleten Robot PN532 V2.0 NXP NFC RFID Module Writer Reader Near Field Communication Module Kit I2C SPI HSU 13.56MHz for Arduino Raspberry Pi Android,Computers,,3.1,8
p4432,ASUS Arez Strix Radeon Rx Vega64 8GB OC Edition VR Ready 5K HD Gaming DP HDMI DVI AMD Gaming Graphics Card Graphic Cards AREZ-STRIX-RXVEGA64-O8G-GAMING,Computers,,4.2,21
p4433,"RLTech for Samsung Galaxy Tab A T515/T510 10.1 Screen Protector, [9H Tempered Glass] [Bubble-Free] Anti-Scratch Screen Protector for Samsung Galaxy Tab A T515/T510 10.1 inch 2019 Tablet, Clear-2pcs",Computers,,2.5,3
p4434,Pocket 2 Waterproof Case 60m Deep Waterproof for DJI Pocket 2/Osmo Pocket1,Camera & Photo,53.86,4.1,38
p4435,"My Rights Don't End Where Your Feelings Begin - 15"" x 5"" - Vinyl Die Cut Decal/Bumper Sticker for Windows, Cars, Trucks, Laptops, Etc.",Automotive,12.99,5.0,6
p4436,Two Halcyon 1200 mAH Lithium Ion Replacement Battery and Charger Kit for Sanyo VPC-CS1 Dual Camera Digital Camcorder and Sanyo DB-L80,Camera & Photo,,5.0,1
p4437,Square Perfect 10 Ft X 13 Ft Chromakey Green Screen Muslin Photography/Video,Camera & Photo,,4.5,230
p4438,"Native Union Fold Laptop Stand – Ultra-Slim Foldable & Portable Laptop Stand – Ergonomic & Optimized Viewing Angle – for 13 to 16 Inch MacBooks & Laptops, 10 to 16 Inch iPads & Tablets",All Electronics,39.99,4.7,70
p4439,"PHILIPS 3 Ft. USB Type C Cable, USB-A to USB-C Red Durable Braided Fast Charging Cable, Compatible with iPad Pro, MacBook Pro, Samsung Galaxy S21/S10/S9/Plus, Google Pixel 5/C/3/2/XL, DLC5203RA/37",All Electronics,4.99,4.0,29
p4440,Myosotis510 Lightweight Canvas Preppy Style Cute Cat School Backpack Laptop Bag for Girls,Computers,,3.8,6
p4441,Freeze Limited Edition I-kool Freeze Series Foldable Headphone with Swivel Function (Blue),Cell Phones & Accessories,9.99,3.9,69
p4442,"Touch Screen Digitizer for iPad 8th Generation and 7th Generation – iPad 10.2"" 2020 2019 Front Glass Replacement with Home Button & Tool Repair Kit (A2270, A2428, A2429, A2430, A2197, A2198 & A2200)",Computers,,3.9,123
p4443,Galaxy DX-55HP 10 Meter Amateur Ham Mobile Radio Blue Light w/Dual Mosfet Finals,All Electronics,,3.6,5
p4444,Pioneer Elite Receiver Vsx-95,Home Audio & Theater,,1.0,1
p4445,"iPad Case,iPad 10.2 Case, Slim Heavy Duty Shockproof Rugged High Impact Protective Case for iPad 7th Generation 10.2 inch 2019 Release (Black) … (ipad 10.2)",Computers,,4.2,36
p4446,FreedomPop Novatel MiFi 500 (4G LTE & 3G) - Black,Cell Phones & Accessories,,2.8,53
p4447,"MOSISO Compatible with MacBook Pro 13 inch Case 2023, 2022, 2021-2016 M2 M1 A2338 A2251 A2289 A2159 A1989 A1708 A1706, Plastic Hard Shell Case & Keyboard Cover Skin & Wipe Cloth, Clear Pink",Computers,,4.2,63
p4448,"Arkon Mini Tripod Camera Mount for Canon Sony Fujifilm Samsung Nikon Cameras, Black/Blue",Camera & Photo,8.76,4.1,69
p4449,"eCostConnection Extra Large Soft Padded Water Resistant Camcorder Equipment Gadget Bag/Case for Canon XA10, XA20, XA25, XH-G1s, XL2 and More Cameras Camcorders and DSLR",All Electronics,43.99,4.3,246
p4450,"Yocice Upgraded Cable Clips 40pcs with Strong Adhesive Tapes,Wire Holder Organizer Cord Management for Car, Office and Home, Black- CC05, Upgraded",All Electronics,,4.1,342
p4451,"PcProfessional Screen Protector (Set of 2) High Clarity Finishing for HP Spectre Series Laptop - HP Spectre x360 2in1 16-f1023dx 16-f1013dx 16t-f000 16"" Laptop",Computers,12.99,3.1,11
p4452,Batianda Lace Case for Latest MacBook Pro 13 inch Model:A2159 A1989/A1706/A1708 2019 2018 2017 2016 Version with/Without Touch Bar and Retina Display Frosted Hard Cover Shell (Transparent),Cell Phones & Accessories,,4.1,10
p4453,HyperGear Bluetooth Headset for All Smartphones - Retail Packaging - Grey,Cell Phones & Accessories,,3.5,28
p4454,"Laptop Table Stand for Bed, Portable Vented Lap Desk Adjustable Notebook Riser with Mouse Pad Side, Work from Home, Foldable Computer Tray for Couch&Sofa (US Stock)",All Electronics,,1.0,2
p4455,AMD A6-6400K Richland 3.9GHz Socket FM2 65W Dual-Core Desktop Processor AMD Radeon HD AD640KOKHLBOX,Computers,95.0,4.2,562
p4456,"T POWER 6.6ft Long Cable Ac Dc Adapter for Epson Multi Media Photo P1000, P-1000, P2000, P-2000, P-3000, P3000, P5000, P-5000, P6000, P-6000, P7000, P-7000 Multimedia Storage Viewer",Amazon Home,16.49,2.8,6
p4457,"iPad Air 3rd Gen Rotating Case Apple ipad 10.5"" Case 2019 / iPad Pro 10.5"" Case Cover 2017-360 Degree Rotating Stand Smart Cover Case with Auto Sleep Wake for ipad 10.5 Cover Case (Red)",Computers,,4.5,620
p4458,"Business Backpack for Boys or Men, Laptop Backpack with USB Charging Ports, Canvas Waterproof Backpack for Sports, Grey Backpack for Students at College or High School",Computers,,4.0,10
p4459,Tascam DR-70D 4-Track Portable Audio Recorder for DSLR Camera with Pro Headphone and Pair of EMB XLR Cables and Gravity Magnet Phone Holder Bundle,All Electronics,269.0,4.5,27
p4460,Hotsmtbang Replacement Remote Control for Bose AWR1-1W AWR1-G1 AWR1-2W AWR1-4A AWR1W1 AM189930 Clock Wave Radio,All Electronics,14.98,5.0,2
p4461,"Laptop Case, Laptop Shoulder Bag, CROMI Simplicity Slim Lightweight Briefcase Commuter Bag Business Sleeve Carry Hand Bag Nylon Waterproof Notebook Shoulder Messenger Bag (Red, 13.3 inch)",AMAZON FASHION,,4.3,26
p4462,MOUKOU(TM) Tree Camo Design Hybrid Cover Case for iPod Touch5,Cell Phones & Accessories,,4.0,130
p4463,UHF Female SO239 Jack to SMA Male Plug Straight RF Coax Cable Adapter Connector,All Electronics,10.69,4.7,6
p4464,Coleman C9WP-O 20 MP Waterproof Digital Camera with Full 1080p HD Video (Orange),Camera & Photo,,3.8,142
p4465,"YOUPECK 13.3 Inch Laptop Sleeve Water Repellent Bag Compatible with 2018 MacBook Air 13 /MacBook Pro 13, Dell XPS 13 inch Notebook Carrying Case with Small Case, Faux Synthetic Leather Cover, Grey",Computers,,3.6,9
p4466,AMD A10-7800 Quad-core (4 Core) 3.50 GHz Processor - Socket FM2+OEM Pack - 4 MB - Yes - 3.90 GHz Overclocking Speed - 28 nm - AMD - 65 W - 160.3¿F (71.3¿C) - AD7800YBI44JA,Computers,124.99,2.8,2
p4467,"SAMSUNG HW-Q900T 7.1.2ch Soundbar with Dolby Atmos/ DTS:X and Alexa Built-in (2020), Black",All Electronics,942.48,4.4,153
p4468,"ePartSolution Replacement Compatible with iPad Pro 10.5"" A1701 A1709 LCD Display Touch Screen Digitizer Assembly USA (White)",Cell Phones & Accessories,149.95,2.4,22
p4469,for Logitech Nano Unifying Mouse Receiver 2.0 USB Model L M325 M510 M600 US Ship,Computers,,5.0,1
p4470,"Caseling Carrying Hard Case for Sandisk Clip Jam/Sansa Clip Plus/Clip Sport MP3 Player. - Apple iPod Nano, iPod Shuffle. – Black.",Cell Phones & Accessories,11.99,4.5,659
p4471,8GB G.Skill DDR3 PC3-10666 RipjawsX Series for Sandy Bridge (9-9-9-24) Dual Channel kit,Computers,44.04,4.0,48
p4472,"yan Brake Control Cable 43-1/8"" for Cub Cadet MTD Troy-Bilt 746-0553 946-0553 Mowers",Home Audio & Theater,14.95,5.0,1
p4473,Poetic Slimbook Leather-Like Case for Nook HD+ 9 (Support Auto Sleep/Wake Function),Computers,,4.2,134
p4474,Avezano Bowling Birthday Party Backdrop for Boys Bowling Party Decorations Photography Background Let's Strike Up Bowling Happy Birthday Banner Photoshoot Backdrops (7x5ft),Camera & Photo,16.99,4.9,16
p4475,Phone Cable,Cell Phones & Accessories,,4.3,10
p4476,Tefeca Elastic Compatible/Replacement Band for Fitbit Versa/Versa 2/ Versa Lite/Versa SE,AMAZON FASHION,22.99,4.4,1442
p4477,"SOJITEK Black Leather Texture 4-in-1, Full-Size 360° Protector Skin Decals Sticker MacBook Pro 13 Inch (2016 2017 2018 2019 Model, with & w/o Touch Bar & ID) A1706 A1708 A1989 Black Keyboard Cover",Computers,,3.3,182
p4478,"Ergonomic Keyboard, 2 in 1 Wireless Computer Keyboard and Trackball Mouse Combo Design with Wrist Rest, Split Keyboard, USB Keyboard for Windows/Mac/Laptop/Computer/PC-Black",All Electronics,55.99,4.1,170
p4479,OWC 1TB Aura N2 NVMe SSD Upgrade Kit w/Envoy Pro Enclosure Compatible with MacBook Pro w/Retina Display (Late 2013 - Mid 2015) and MacBook Air (Mid 2013 -Mid 2017),Computers,149.99,4.2,50
p4480,"iPad Pro 11-Inch Case - Heavy Duty Shockproof Impact Resistant Rugged Cover Built-in 360 Degree Kickstand/Handle Hands Strap/Shoulder Belt,for Apple iPad Model A1934 / A1980 / A2013 - Black",Computers,,4.1,40
p4481,"Bright Tangerine 15"" Drumstix 15mm Sterling Titanium Support Rods, Pair",All Electronics,201.31,3.0,1
p4482,"AWO Original UHP200W Lamp Bulb for RLC-108 with Housing for VIEWSONIC PA503S,PA503SP,PA503X,PA503XP,PA500S,PA502SE,PA502XE,PG603X,PS501X,PS600X,VS16905",Tools & Home Improvement,89.99,3.9,5
p4483,Power Strip with USB Ports Long Cord Universal Socket 3 Outlets Surge Protector 6 Quick USB (5V 3.4A 17W) Charging Station 6.5ft Power Cord 2500W Circuit Breaker Child Safe Door (Black),All Electronics,20.99,4.7,1071
p4484,"Omnihil 10 Feet AC Power Cord Compatible with TENKER Q5 Projector, 1500 Lumens LED Mini Projector Support 1080P HDMI USB TF VGA AV, Multimedia Home Theater LCD Video Projector, Compatible Part",All Electronics,7.96,4.5,3
p4485,"Lenink Adjustable AC Power Supply Adapter Kit for AA Battery, Replace 2AA, 3AA, 4AA, 6AA, 8AA Battery for LED Light, Decorations, Thermostat, Power Garbage Can",All Electronics,,4.3,319
p4486,Modern Chaise Lounge Chair - This Polyester Microfiber Upholstered Lounger Is Perfect for Your Home or Office - Put This Accent Sofa Furniture in the Bedroom or Living Room - Gift - Free eBook!,Amazon Home,,5.0,4
p4487,"Mini PC Desktop Windows 11 Pro - Micro PC Computer Intel i5-8279U 16GB DDR4 RAM 512G SSD, Tiny Desktop Support Ubuntu Linux Dual 4K Monitors Dual WiFi BT4.2 Small Form Factor for Office, Light Gaming",Computers,349.0,4.5,72
p4488,"ABS Shell GPD Win Game Laptop Notebook 5.5"" Handheld Game Console Video Game Player x7-Z8750 Windows 10 System Bluetooth 4.1 4GB/64GB",Computers,,4.5,9
p4489,Emerson CD Alarm Clock Radio,All Electronics,,2.7,4
p4490,Route 66 RCA Male to Male AV component Cable 1.5M,All Electronics,,1.0,1
p4491,"SwiftFinder Keys Finder, Bluetooth Tracker and Item Locator for Keys, Bags, Wallets, Pet and More; Water Resistance with 1 Year Replaceable Battery, iOS and Android Compatible, Up to 300 ft Range",Cell Phones & Accessories,11.99,3.8,34
p4492,Belkin MIXIT PureAV 002 Headphones with Built-in Microphone (Blue) Blue,Home Audio & Theater,,4.0,137
p4493,Linksys Soho F1DS102L VGA and USB 2 Port in/Out KVM Switch (Black),All Electronics,69.44,3.6,12
p4494,"Patuo Shoe Mount Adapter 1/4"" Tripod Mount Screw to Flash Hot Shoe Adapter for Camera and Monitor (Pack of 4)",Camera & Photo,,4.4,16
p4495,Mi in-Ear Headphones Basic (Silver),All Electronics,14.99,4.3,4575
